2011-02-08T20:03:10.000Z,441251,Nick
2011-02-08T20:13:14.000Z,464718,Nick
2011-02-08T22:16:16.000Z,206390,Nick
2011-02-09T00:28:11.000Z,971983,Nick
2011-02-09T05:45:25.000Z,628777,Nick
2011-02-09T05:51:51.000Z,12904,Nick
2011-02-09T07:49:01.000Z,925461,Nick
2011-02-09T07:56:13.000Z,949870,Nick
2011-02-09T08:06:42.000Z,531991,Nick
2011-02-09T12:00:22.000Z,665990,Nick
2011-02-09T12:23:26.000Z,833808,Nick
2011-02-09T13:42:59.000Z,461468,Nick
2011-02-09T17:11:19.000Z,942080,Nick
2011-02-09T17:22:11.000Z,298584,Nick
2011-02-09T20:09:51.000Z,418327,Nick
2011-02-10T01:12:42.000Z,970598,Nick
2011-02-10T03:59:07.000Z,27225,Nick
2011-02-10T04:58:09.000Z,822660,Nick
2011-02-10T06:09:35.000Z,83622,Nick
2011-02-10T06:28:11.000Z,578109,Nick
2011-02-10T08:23:50.000Z,635358,Nick
2011-02-10T10:17:09.000Z,158040,Nick
2011-02-10T10:39:28.000Z,774688,Nick
2011-02-10T10:45:07.000Z,784765,Nick
2011-02-10T12:18:33.000Z,687688,Nick
2011-02-10T17:48:55.000Z,568025,Nick
2011-02-10T18:22:32.000Z,4725,Nick
2011-02-11T00:16:28.000Z,123765,Nick
2011-02-11T02:53:50.000Z,70035,Nick
2011-02-11T04:30:10.000Z,382569,Nick
2011-02-11T04:52:23.000Z,304690,Nick
2011-02-11T09:22:46.000Z,17031,Nick
2011-02-11T09:29:27.000Z,697249,Nick
2011-02-11T11:31:22.000Z,103071,Nick
2011-02-11T11:35:04.000Z,337344,Nick
2011-02-11T16:33:02.000Z,964060,Nick
2011-02-11T18:49:30.000Z,197335,Nick
2011-02-11T18:52:04.000Z,145432,Nick
2011-02-11T20:27:21.000Z,782101,Nick
2011-02-11T22:48:27.000Z,250285,Nick
2011-02-11T22:49:59.000Z,919327,Nick
2011-02-11T23:38:06.000Z,187514,Nick
2011-02-12T02:09:46.000Z,863466,Nick
2011-02-12T06:18:36.000Z,780139,Nick
2011-02-12T06:24:20.000Z,345959,Nick
2011-02-12T08:18:24.000Z,460474,Nick
2011-02-12T08:40:57.000Z,527858,Nick
2011-02-12T09:59:52.000Z,163256,Nick
2011-02-12T10:03:43.000Z,147284,Nick
2011-02-12T10:53:53.000Z,915755,Nick
2011-02-12T12:24:50.000Z,99140,Nick
2011-02-12T12:44:13.000Z,358776,Nick
2011-02-12T13:33:30.000Z,825838,Nick
2011-02-12T15:00:32.000Z,737609,Nick
2011-02-12T21:11:40.000Z,582701,Nick
2011-02-13T12:55:54.000Z,84993,Nick
2011-02-13T13:50:51.000Z,433585,Nick
2011-02-13T14:54:08.000Z,550453,Nick
2011-02-13T16:43:05.000Z,719429,Nick
2011-02-13T18:34:40.000Z,250336,Nick
2011-02-13T20:45:36.000Z,435600,Nick
2011-02-13T21:06:02.000Z,66868,Nick
2011-02-13T21:56:22.000Z,327726,Nick
2011-02-14T03:00:16.000Z,515762,Nick
2011-02-14T03:22:47.000Z,365967,Nick
2011-02-14T06:07:02.000Z,721673,Nick
2011-02-14T07:44:25.000Z,990303,Nick
2011-02-14T07:51:26.000Z,61632,Nick
2011-02-14T11:35:12.000Z,502001,Nick
2011-02-14T13:22:24.000Z,443918,Nick
2011-02-14T14:27:48.000Z,931432,Nick
2011-02-14T18:49:24.000Z,971380,Nick
2011-02-14T19:30:59.000Z,285518,Nick
2011-02-14T20:27:06.000Z,975397,Nick
